web-scraper-order,web-scraper-start-url,skills-rest,skills-rest-href,name,description,Rating,invocation name,dynamic content,privacy policy,privacy policy-href,terms of use,terms of use-href,number of ratings,maker,skill rating,skill rating-href,Overall rating,category,sub-category,comment heading,comment heading-href,review,review stars,review date,review-pages,review-pages-href,skill-pages,skill-pages-href
"1564899242-46033","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","AnyList","https://www.amazon.com/Purple-Cover-Inc-AnyList/dp/B074PDF3ZY/ref=sr_1_21?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","AnyList","AnyList is the best way to create and share grocery shopping lists, and this skill allows you to add items to AnyList with Alexa.

To get started, first download AnyList from the iOS App Store and create an AnyList account. Then enable this skill and you'll be able to link your AnyList account to Alexa.

After linking your AnyList account, the Alexa Shopping & To-do lists will appear as new lists in AnyList. From the AnyList app, you can also choose to make some or all of your existing AnyList lists accessible on your Alexa devices.","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.anylist.com/terms","null","","153","by Purple Cover, Inc.","153","https://www.amazon.com/product-reviews/B074PDF3ZY","3.6 out of 5 stars","Shopping","null","Thank you!","https://www.amazon.com/gp/customer-reviews/RCHIXCK5UBJ70/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074PDF3ZY","Finally support for Alexa!  And it actually works well (so far)","5.0 out of 5 stars","September 1, 2017","Next page→","https://www.amazon.com/Purple-Cover-Inc-AnyList/product-reviews/B074PDF3ZY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564899275-46146","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","AnyList","https://www.amazon.com/Purple-Cover-Inc-AnyList/dp/B074PDF3ZY/ref=sr_1_21?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","AnyList","AnyList is the best way to create and share grocery shopping lists, and this skill allows you to add items to AnyList with Alexa.

To get started, first download AnyList from the iOS App Store and create an AnyList account. Then enable this skill and you'll be able to link your AnyList account to Alexa.

After linking your AnyList account, the Alexa Shopping & To-do lists will appear as new lists in AnyList. From the AnyList app, you can also choose to make some or all of your existing AnyList lists accessible on your Alexa devices.","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.anylist.com/terms","null","","153","by Purple Cover, Inc.","153","https://www.amazon.com/product-reviews/B074PDF3ZY","3.6 out of 5 stars","Shopping","null","Creates an ""Alexa"" Shopping List and ignores my shopping list","https://www.amazon.com/gp/customer-reviews/RUA2OZTAMCG2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074PDF3ZY","I use AnyList for sharing various shopping lists with my family, so anyone can add stuff without having to wait until I'm around or we've already shopped.
Super annoying that adding something to AnyList via Alexa adds a shopping list called ""Alexa"" instead of using my list.  Would be a billionjillion times better if I could specify which list.","3.0 out of 5 stars","July 18, 2019","Next page→","https://www.amazon.com/Purple-Cover-Inc-AnyList/product-reviews/B074PDF3ZY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564899301-46237","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","AnyList","https://www.amazon.com/Purple-Cover-Inc-AnyList/dp/B074PDF3ZY/ref=sr_1_21?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","AnyList","AnyList is the best way to create and share grocery shopping lists, and this skill allows you to add items to AnyList with Alexa.

To get started, first download AnyList from the iOS App Store and create an AnyList account. Then enable this skill and you'll be able to link your AnyList account to Alexa.

After linking your AnyList account, the Alexa Shopping & To-do lists will appear as new lists in AnyList. From the AnyList app, you can also choose to make some or all of your existing AnyList lists accessible on your Alexa devices.","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.anylist.com/terms","null","","153","by Purple Cover, Inc.","153","https://www.amazon.com/product-reviews/B074PDF3ZY","3.6 out of 5 stars","Shopping","null","Needs better support for Echo Show","https://www.amazon.com/gp/customer-reviews/R3H49V8UFM8XUJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074PDF3ZY","One this skill can show recipes on my echo show I will give it 5 stars.","3.0 out of 5 stars","February 15, 2019","Next page→","https://www.amazon.com/Purple-Cover-Inc-AnyList/product-reviews/B074PDF3ZY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564898701-44167","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","BatteryBoot","https://www.amazon.com/Koozie-LLC-BatteryBoot/dp/B01BKYR0WK/ref=sr_1_37?fst=as%3Aoff&qid=1564897794&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-37","BatteryBoot","This skill will provide help and info for the Battery Boot which is a battery pack that was made to fit on your Echo.

Battery Boot Base for Amazon Echo

(c) Koozie LLC pat pend 62271525","null","battery boot","dynamic content.","null","","null","","9","by Koozie LLC","9","https://www.amazon.com/product-reviews/B01BKYR0WK","3.2 out of 5 stars","Shopping","null","Can hardly wait!","https://www.amazon.com/gp/customer-reviews/R3J6H823CZ2V3A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01BKYR0WK","Pre-ordered the MegaBoot today. Can't wait to get this for our Echo!","5.0 out of 5 stars","February 20, 2016","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564897792&rnid=2661617011&ref=sr_pg_2"
"1564899191-45867","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","AnyList","https://www.amazon.com/Purple-Cover-Inc-AnyList/dp/B074PDF3ZY/ref=sr_1_21?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","AnyList","AnyList is the best way to create and share grocery shopping lists, and this skill allows you to add items to AnyList with Alexa.

To get started, first download AnyList from the iOS App Store and create an AnyList account. Then enable this skill and you'll be able to link your AnyList account to Alexa.

After linking your AnyList account, the Alexa Shopping & To-do lists will appear as new lists in AnyList. From the AnyList app, you can also choose to make some or all of your existing AnyList lists accessible on your Alexa devices.","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.anylist.com/terms","null","","153","by Purple Cover, Inc.","153","https://www.amazon.com/product-reviews/B074PDF3ZY","3.6 out of 5 stars","Shopping","null","Thank goodness","https://www.amazon.com/gp/customer-reviews/RRWJXFK79NMOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074PDF3ZY","Finally an Application that provides a much needed service. Me and th pe Hubster Love it.","5.0 out of 5 stars","January 30, 2018","Next page→","https://www.amazon.com/Purple-Cover-Inc-AnyList/product-reviews/B074PDF3ZY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564898817-44575","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","Daily Deals (Technology)","https://www.amazon.com/iGageit-Daily-Deals-Technology/dp/B07FR9G9R9/ref=sr_1_30?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-30","Daily Deals (Technology)","With this Flash briefing, you can get up to date deals from Amazon 

Just say ""Alexa, what's my Flash Briefing?"" to open this skill","Guidance Suggested.","null","dynamic content.","null","","null","","2","by iGageit","2","https://www.amazon.com/product-reviews/B07FR9G9R9","3.7 out of 5 stars","Shopping","null","This item .","https://www.amazon.com/gp/customer-reviews/R3OIMMBU9IS1AV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07FR9G9R9","Please i want this produet","3.0 out of 5 stars","August 8, 2018","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564899142-45696","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","AnyList","https://www.amazon.com/Purple-Cover-Inc-AnyList/dp/B074PDF3ZY/ref=sr_1_21?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-21","AnyList","AnyList is the best way to create and share grocery shopping lists, and this skill allows you to add items to AnyList with Alexa.

To get started, first download AnyList from the iOS App Store and create an AnyList account. Then enable this skill and you'll be able to link your AnyList account to Alexa.

After linking your AnyList account, the Alexa Shopping & To-do lists will appear as new lists in AnyList. From the AnyList app, you can also choose to make some or all of your existing AnyList lists accessible on your Alexa devices.","Guidance Suggested.","null","dynamic content.","Developer Terms of Use","https://www.anylist.com/terms","null","","153","by Purple Cover, Inc.","153","https://www.amazon.com/product-reviews/B074PDF3ZY","3.6 out of 5 stars","Shopping","null","Great start - thank you","https://www.amazon.com/gp/customer-reviews/RR0K9WBOBSWN6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B074PDF3ZY","I love the AnyList app, especially for groceries and shopping items. Great start with this new skill, looking forward for tighter Integration to access all my lists.","5.0 out of 5 stars","September 17, 2017","Next page→","https://www.amazon.com/Purple-Cover-Inc-AnyList/product-reviews/B074PDF3ZY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564898067-41998","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","MatHem.se","https://www.amazon.com/MatHem-se/dp/B07KNKWMS7/ref=sr_1_72?fst=as%3Aoff&qid=1564897798&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-72","MatHem.se","Shop groceries at MatHem.se using your voice. You ask Alexa for products in English and we'll translate it to Swedish before adding it to your cart.

Please note that this skill requires account linking with an existing account at MatHem.se.

Please also note that this is a product targeting https://www.mathem.se. To place orders using the skill you will need to have a previously placed order through https://www.mathem.se.

When you ask for a product, for example 'milk', we'll translate milk into Swedish and perform a category search for it. We order the results based on your previous orders, so if your preference is organic lactose free milk, that is what you will get.

To prevent unintentional purchases we recommend you to add a four digit pincode that you will be prompted to say before placing your order. Your cart and orders are synced in real-time to https://www.mathem.se and the mobile apps, so if you require more advanced features, please use a device with a visual interface.

You are also welcome to contact our customer support by phone, chat or email: https://www.mathem.se/kundtjanst/kontakt","Guidance Suggested.","maat hem","dynamic content.","Developer Privacy Policy","https://www.mathem.se/om-mathem/allmanna-villkor","null","","1","by MatHem.se","1","https://www.amazon.com/product-reviews/B07KNKWMS7","5.0 out of 5 stars","Shopping","null","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=5&fst=as%3Aoff&qid=1564897796&rnid=2661617011&ref=sr_pg_4"
"1564898901-44867","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","Bring! Shopping List","https://www.amazon.com/Bring-Labs-AG-Shopping-List/dp/B01N188I03/ref=sr_1_28?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-28","Bring! Shopping List","Planning and managing your grocery shopping is a breeze with the new Alexa skill.
Create your Bring! user account first. The free download is available for both iPhone and Android.

Thanks to the user-friendly shopping list and clever sharing functions, everyone in your household is always aware of what needs to be bought. This way you save a lot of time and money while shopping. Try it out now.

You can:
- Add articles with “Open Bring and add two liters of milk.”
- Remove articles with “Open Bring and remove milk.”
- Let Alexa read the articles on your list with “Open Bring and read my list.”
- Change the list with “Open Bring and change my list to Home.”

To do multiple things consecutively start with
- ""Alexa open Bring.""
After the welcome message continue with
 - ""Change the default list to Home.""
 - ""What is on my list?""
 - ""Add 2 liter of milk to my list.""


More info under www.getbring.com.

Send us your feedback to feedback@getbring.com

Happy shopping with Bring!","Guidance Suggested.","bring","dynamic content.","Developer Privacy Policy","https://getbring.com/#!/terms/en","Developer Terms of Use","https://getbring.com/#!/terms/en","105","by Bring! Labs AG","105","https://www.amazon.com/product-reviews/B01N188I03","4.0 out of 5 stars","Shopping","null","Works great","https://www.amazon.com/gp/customer-reviews/R130X2NRZI9ET5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01N188I03","Been using Bring for years, and I love the Alexa integration.  Just what I need to be able to add stuff to my shopping list without having to get off my ass or fumble with my phone.  Maybe the negative reviews I see here are from before they got kinks worked out, because when I tell Alexa to open Bring and add something, it works fine.","5.0 out of 5 stars","July 27, 2019","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564898963-45078","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","1-800-Flowers","https://www.amazon.com/www-1800flowers-com-1-800-Flowers/dp/B01E7TSGIW/ref=sr_1_24?fst=as%3Aoff&qid=1564897792&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-24","1-800-Flowers","Send truly original and unique floral arrangements, plants and gifts in minutes with the 1-800-Flowers Skill. Simply enable Amazon Pay on your Alexa App, and you can start gifting with our 1-800-Flowers Skill! 

Find gifts for any occasion with ease by telling Alexa what type of gift you’re looking for (roses, sunflowers, gift baskets, chocolates, etc.) and Alexa will recommend one of our curated gifts from our Family of Brands for you to send. Not sure what gift you want to send? Simply tell Alexa who you would like to send a gift to (wife, mom, co-worker, grandparent, friend) and for what occasion (birthday, anniversary, graduation, sympathy, housewarming, holidays), and Alexa will recommend one of our truly original gifts. 

To complete the transaction, answer a few quick questions about the recipient’s delivery address and delivery date and pay with Amazon Pay. Your recipient will be receiving their gift with a smile shortly!

Meet Our Family of Brands:
[+] Cheryl’s Cookies
[+] FruitBouquets.com
[+] 1800Baskets.com
[+] Simply Chocolate
[+] Personalization Universe
[+] The Popcorn Factory
[+] Harry and David
[+] Wolferman’s
[+] Stock Yards","Guidance Suggested.","one eight hundred flowers","dynamic content.","Developer Privacy Policy","http://www.1800flowers.com/About-Us-Privacy-Policy","null","","12","by www.1800flowers.com","12","https://www.amazon.com/product-reviews/B01E7TSGIW","2.2 out of 5 stars","Shopping","null","have an account, wont link!","https://www.amazon.com/gp/customer-reviews/R2C1K0NY3UIL9S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01E7TSGIW","have an account, wont link! :( total waste of time","1.0 out of 5 stars","November 25, 2016","","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=2&fst=as%3Aoff&qid=1564897790&rnid=2661617011&ref=sr_pg_1"
"1564897971-41658","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","Fashion Island","https://www.amazon.com/Irvine-Company-Fashion-Island/dp/B07BF9FC9W/ref=sr_1_79?fst=as%3Aoff&qid=1564897798&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-79","Fashion Island","Fashion Island is here to help you find out more about shops and amenities at Fashion Island Shopping Center in Newport Beach.  If you're in search of a store, a service or a bite to eat, you can now find it instantly by simply asking the Fashion Island Alexa Skill. Try it! Simply ask questions like, ""Alexa, ask Fashion Island, where is Neiman Marcus located?"" or "" Alexa, ask Fashion Island, where I can valet?"" or "" Alexa, ask Fashion Island,  where are the restrooms?"" and our IBM Watson-enhanced guest services experience will help you shop and navigate Fashion Island instantly. Go ahead and try it out. We're always here and At Your Service.","Guidance Suggested.","fashion island","dynamic content.","Developer Privacy Policy","https://www.irvinecompany.com/privacy-policy/","Developer Terms of Use","https://www.irvinecompany.com/terms-of-use/","1","by Irvine Company","1","https://www.amazon.com/product-reviews/B07BF9FC9W","5.0 out of 5 stars","Shopping","null","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=5&fst=as%3Aoff&qid=1564897796&rnid=2661617011&ref=sr_pg_4"
"1564898698-44157","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","BatteryBoot","https://www.amazon.com/Koozie-LLC-BatteryBoot/dp/B01BKYR0WK/ref=sr_1_37?fst=as%3Aoff&qid=1564897794&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-37","BatteryBoot","This skill will provide help and info for the Battery Boot which is a battery pack that was made to fit on your Echo.

Battery Boot Base for Amazon Echo

(c) Koozie LLC pat pend 62271525","null","battery boot","dynamic content.","null","","null","","9","by Koozie LLC","9","https://www.amazon.com/product-reviews/B01BKYR0WK","3.2 out of 5 stars","Shopping","null","","","","","","null","","Next→","https://www.amazon.com/s?i=alexa-skills&bbn=14284862011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&lo=list&dc&page=3&fst=as%3Aoff&qid=1564897792&rnid=2661617011&ref=sr_pg_2"
"1564899789-47840","https://www.amazon.com/s?bbn=14284862011&rh=n%3A13727921011%2Cn%3A%2113727922011%2Cn%3A14284862011%2Cp_72%3A2661621011&dc&fst=as%3Aoff&qid=1564768551&rnid=2661617011&ref=lp_14284862011_nr_p_72_3","My Order Checker","https://www.amazon.com/Mukesh-khandelwal-My-Order-Checker/dp/B073ZBFV6H/ref=sr_1_1?fst=as%3Aoff&qid=1564897790&refinements=p_72%3A2661621011&rnid=2661617011&s=alexa-skills&sr=1-1","My Order Checker","This app tells the status of the online order for orders placed in India e-commerce sites","null","my order checker","dynamic content.","null","","null","","50","by Mukesh khandelwal","50","https://www.amazon.com/product-reviews/B073ZBFV6H","2.1 out of 5 stars","Shopping","null","This order is totaly wrong","https://www.amazon.com/gp/customer-reviews/RIVANLVY4F65I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073ZBFV6H","I just buy 2 items.
1 slave cilinder $18
One front right door handle $8
Only that i need at this time
Isnt $53","3.0 out of 5 stars","June 3, 2019","","","",""
